epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,2077.98,0.65354,2.88554,1.59945,0.99503,0.98053,0.98943,0.96017,0.33591,1.41135,1.36563,0.00676328,0.00676328,0.00676328
64,2111.18,0.64967,2.85033,1.59508,0.99108,0.98327,0.98924,0.95953,0.33824,1.40071,1.36624,0.00667177,0.00667177,0.00667177
65,2144.15,0.65158,2.84233,1.59451,0.99367,0.98196,0.98993,0.95975,0.34069,1.40561,1.3653,0.00657963,0.00657963,0.00657963
66,2177.22,0.64539,2.82906,1.59318,0.99536,0.98211,0.99024,0.96186,0.33162,1.37125,1.36275,0.00648691,0.00648691,0.00648691
67,2209.99,0.64271,2.80095,1.58953,0.99421,0.98109,0.98978,0.95827,0.33704,1.39156,1.36265,0.00639363,0.00639363,0.00639363
68,2242.93,0.64473,2.83328,1.59598,0.99248,0.9817,0.98986,0.96162,0.33118,1.37723,1.36218,0.00629983,0.00629983,0.00629983
69,2275.73,0.64661,2.829,1.59711,0.994,0.98276,0.98993,0.96193,0.3287,1.37937,1.36224,0.00620555,0.00620555,0.00620555
70,2308.59,0.6397,2.81327,1.5916,0.99252,0.9827,0.98965,0.96032,0.33049,1.37367,1.36418,0.00611083,0.00611083,0.00611083
71,2341.31,0.64201,2.80048,1.60028,0.99525,0.98066,0.9901,0.95988,0.33052,1.37826,1.36807,0.0060157,0.0060157,0.0060157
72,2374.07,0.64425,2.80867,1.59532,0.99479,0.98259,0.99036,0.96088,0.33202,1.38941,1.3664,0.00592019,0.00592019,0.00592019
73,2407.16,0.64376,2.8035,1.59644,0.99336,0.98187,0.99057,0.96166,0.32916,1.37446,1.36573,0.00582435,0.00582435,0.00582435
74,2440.4,0.63812,2.78859,1.59261,0.99268,0.98191,0.99002,0.9607,0.33259,1.37021,1.36638,0.00572821,0.00572821,0.00572821
75,2473.39,0.63786,2.78963,1.5877,0.99556,0.98107,0.99008,0.96023,0.33174,1.36395,1.36495,0.00563181,0.00563181,0.00563181
76,2506.39,0.6341,2.7488,1.58744,0.99342,0.98309,0.98985,0.9606,0.32839,1.3497,1.3639,0.00553518,0.00553518,0.00553518
77,2539.57,0.63783,2.76823,1.58681,0.99337,0.98284,0.9903,0.96222,0.32499,1.34641,1.36149,0.00543837,0.00543837,0.00543837
78,2572.43,0.62803,2.7278,1.58619,0.99511,0.98061,0.99024,0.96214,0.32385,1.33716,1.3608,0.00534141,0.00534141,0.00534141
79,2605.26,0.63695,2.77879,1.59101,0.99211,0.98268,0.99023,0.96174,0.32322,1.34676,1.36046,0.00524434,0.00524434,0.00524434
80,2638.1,0.63455,2.73416,1.58408,0.9937,0.98137,0.99037,0.96163,0.32562,1.34204,1.3608,0.00514719,0.00514719,0.00514719
81,2670.9,0.62901,2.6988,1.58017,0.99346,0.98237,0.99025,0.96096,0.32674,1.34396,1.36098,0.00505,0.00505,0.00505
82,2703.81,0.62953,2.71949,1.5848,0.99323,0.98243,0.99024,0.96011,0.32601,1.33975,1.36036,0.00495281,0.00495281,0.00495281
83,2736.82,0.62662,2.70326,1.58086,0.99416,0.98039,0.99031,0.96132,0.32344,1.32459,1.35941,0.00485566,0.00485566,0.00485566
84,2769.72,0.62484,2.68229,1.58094,0.99364,0.98107,0.99022,0.96259,0.32316,1.3298,1.35933,0.00475859,0.00475859,0.00475859
85,2802.78,0.62293,2.69655,1.581,0.99299,0.98142,0.99022,0.96299,0.32218,1.32363,1.35927,0.00466163,0.00466163,0.00466163
86,2835.49,0.62461,2.68887,1.58456,0.99265,0.98194,0.99008,0.96256,0.32199,1.32785,1.35954,0.00456482,0.00456482,0.00456482
87,2868.39,0.62222,2.66485,1.58235,0.99264,0.98184,0.99012,0.96243,0.32293,1.32933,1.35966,0.00446819,0.00446819,0.00446819
88,2901.44,0.62347,2.68159,1.5812,0.99372,0.98108,0.99003,0.96273,0.32482,1.33042,1.35983,0.00437179,0.00437179,0.00437179
89,2934.33,0.62174,2.65913,1.57968,0.99358,0.98186,0.99015,0.96219,0.32569,1.33516,1.35992,0.00427565,0.00427565,0.00427565
90,2967.41,0.61736,2.65033,1.57967,0.99326,0.98146,0.99003,0.96246,0.32398,1.32577,1.35943,0.00417981,0.00417981,0.00417981
91,3000.54,0.62022,2.66846,1.57853,0.99311,0.98204,0.99007,0.96251,0.32164,1.31627,1.35815,0.0040843,0.0040843,0.0040843
92,3033.57,0.62055,2.66136,1.58298,0.99302,0.98118,0.99008,0.96311,0.31963,1.31902,1.35803,0.00398917,0.00398917,0.00398917
93,3066.74,0.61675,2.62546,1.57868,0.99334,0.98097,0.99021,0.96283,0.32201,1.31835,1.35821,0.00389445,0.00389445,0.00389445
94,3099.6,0.6188,2.63459,1.58025,0.99375,0.98135,0.99012,0.96317,0.31838,1.31312,1.35728,0.00380017,0.00380017,0.00380017
95,3132.47,0.6127,2.62391,1.57583,0.99379,0.98146,0.99021,0.96328,0.31738,1.30789,1.35693,0.00370637,0.00370637,0.00370637
96,3165.37,0.61329,2.61643,1.57419,0.99381,0.9818,0.99023,0.96319,0.3171,1.30248,1.35653,0.00361309,0.00361309,0.00361309
